uid,user,lan,lon,type,amenity,name,street,housenumber
5553,dkt,30.2582707,120.1265205,node,pub,1944,null,null
430804,nonlilnear,30.2645523,120.1288034,node,pub,玛雅酒吧 Maya Pub,null,null
5553,dkt,30.2523725,120.1740049,node,pub,Shamrock,null,null
49873,TooM,30.2197661,120.1287015,node,parking,null,null,null
360397,DAJIBA,30.2712537,120.1358874,node,cafe,星巴克咖啡 Starbucks,null,null
722137,OSMF Redaction Account,30.2375817,120.1514595,node,restaurant,Indian Kitchen,null,null
13721,wangchun,30.2951022,120.1369621,node,fuel,中国石化,null,null
13721,wangchun,30.2820629,120.1758285,node,fuel,中国石化,null,null
5553,dkt,30.2626881,120.1272816,node,pub,You To,null,null
2607646,AUV,30.253016,120.1584516,node,cafe,星巴克咖啡 Starbucks,null,null
360397,DAJIBA,30.2565553,120.1573406,node,cafe,星巴克咖啡 Starbucks,null,null
421932,pav5000,30.2640357,120.1547109,node,restaurant,新白鹿酒店 New White Deer Restaurant,null,null
360397,DAJIBA,30.2551306,120.1584024,node,fast_food,麦当劳 McDonald's,null,null
360397,DAJIBA,30.2565905,120.1597236,node,fast_food,肯德基 KFC,null,null
2607646,AUV,30.2562567,120.1589358,node,fast_food,肯德基 KFC,null,null
190389,HHCacher,30.2668944,120.1307664,node,fast_food,麦当劳 McDonald's,null,null
13721,wangchun,30.2790694,120.1207813,node,fast_food,肯德基,null,null
2844717,CongoMan,30.260053,120.1653486,node,restaurant,川味观,null,null
13721,wangchun,30.2626822,120.0865781,node,bus_station,杭州长途汽车西站,null,null
360397,DAJIBA,30.2721677,120.1582161,node,fast_food,麦当劳 McDonald's,null,null
5553,dkt,30.1916823,120.082629,node,parking,null,null,null
3450290,ff5722,30.0478631,119.9741271,node,ferry_terminal,null,null,null
49873,TooM,30.2685813,120.1400162,node,pub,7号酒吧,null,null
360397,DAJIBA,30.2546361,120.1580594,node,pub,Barossa,null,null
49873,TooM,30.319253,120.1081926,node,bus_station,杭州长途汽车北站,null,null
5553,dkt,30.221702,120.146699,node,pub,Tent Bar,null,null
5553,dkt,30.2713297,120.1314145,node,nightclub,SOS,null,null
13721,wangchun,30.2721603,120.1575123,node,cafe,星巴克咖啡,null,null
2607646,AUV,30.2609736,120.1676055,node,cafe,星巴克咖啡,null,null
190389,HHCacher,30.2601817,120.156978,node,fast_food,必胜客 Pizza Hut,null,null
5553,dkt,30.260095,120.164483,node,nightclub,G+,null,null
13721,wangchun,30.2599935,120.1548014,node,nightclub,百度,null,null
360397,DAJIBA,30.2722625,120.1569953,node,pub,凡人咖啡馆 Common's Place,null,null
5553,dkt,30.2720719,120.1623511,node,restaurant,Papa John's,null,null
13721,wangchun,30.2721298,120.1624612,node,fast_food,肯德基,null,null
13721,wangchun,30.2795186,120.1615015,node,restaurant,川味观,null,null
2607646,AUV,30.2882201,120.157217,node,fast_food,肯德基,null,null
2607646,AUV,30.2886644,120.1568887,node,fast_food,麦当劳,null,null
190389,HHCacher,30.2666137,120.1304288,node,fast_food,必胜客 Pizza Hut,null,null
5553,dkt,30.2785787,120.1205909,node,cafe,Fifth Avenue,null,null
190389,HHCacher,30.2785639,120.1202133,node,fast_food,必胜客,null,null
5553,dkt,30.2834072,120.1765751,node,atm,null,null,null
5553,dkt,30.2650708,120.1304735,node,restaurant,Provence,null,null
13721,wangchun,30.2864447,120.1478413,node,cafe,星巴克咖啡,null,null
190389,HHCacher,30.2857375,120.148182,node,fast_food,必胜客,null,null
5553,dkt,30.2591119,120.1554461,node,restaurant,Banana Leaf,null,null
5553,dkt,30.2593285,120.1553294,node,pub,Joy's,null,null
194743,Wolthusen,30.2567789,120.1637539,node,restaurant,避风塘,null,null
194743,Wolthusen,30.2787447,120.1222178,node,restaurant,元绿回转寿司,null,null
13721,wangchun,30.2804145,120.1422318,node,fast_food,麦当劳,null,null
13721,wangchun,30.2784863,120.1197278,node,bank,中国农业银行,null,null
13721,wangchun,30.2740851,120.1432716,node,fuel,中国石化,null,null
190389,HHCacher,30.26675,120.1593858,node,fast_food,必胜客,null,null
5553,dkt,30.2600334,120.1548147,node,pub,1991,null,null
5553,dkt,30.26007,120.154857,node,pub,Soho,null,null
13721,wangchun,30.2722299,120.1611174,node,restaurant,避风塘,null,null
5553,dkt,30.2725803,120.1618118,node,restaurant,null,null,null
13721,wangchun,30.2796824,120.1733883,node,bank,中国建设银行,null,null
13721,wangchun,30.2795161,120.1738926,node,bank,中国农业银行,null,null
13721,wangchun,30.2910983,120.1729591,node,fuel,中国石化,null,null
13721,wangchun,30.2567647,120.1258842,node,pub,旅行者酒吧,null,null
360397,DAJIBA,30.2529091,120.1656973,node,fast_food,肯德基 KFC,null,null
15740,Piet Stevens,31.2492473,121.5689274,node,hospital,null,null,null
304705,yangfl,31.2200958,121.4294593,node,cafe,null,null,null
15740,Piet Stevens,31.2314136,121.5801007,node,Green Hills Gate,null,null,null
13721,wangchun,30.2711086,120.1605653,node,restaurant,新白鹿酒店,null,null
527986,zzcolin,31.2161761,121.4238459,node,embassy,比利时领事馆,null,null
141420,Tznischd,32.213372,119.6496351,node,ferry_terminal,null,null,null
190389,HHCacher,30.285467,120.1483123,node,fast_food,肯德基,null,null
5553,dkt,31.2416285,121.580496,node,hospital,null,null,null
5553,dkt,30.3337787,120.1343059,node,restaurant,null,null,null
1951271,Qiboua,30.3125773,120.1437255,node,fast_food,肯德基,null,null
13721,wangchun,30.2488732,120.1780793,node,fuel,中国石化,null,null
360397,DAJIBA,30.2676484,120.1441723,node,restaurant,刘家香辣馆 Liu Family Spicy Restaurant,null,null
37548,Marcussacapuces91,30.2675565,120.19601,node,restaurant,九佰碗,null,null
360397,DAJIBA,30.2614754,120.1526208,node,pub,卡萨布兰卡 Casablanca,null,null
6975,ulfl,30.2531424,120.1584587,node,ice_cream,Dairy Queen,null,null
5553,dkt,30.2553341,120.1243743,node,pub,HOD,null,null
3244299,543009214,30.2843766,120.1596746,node,restaurant,null,null,null
13721,wangchun,30.2806899,120.1720751,node,bank,中国银行,null,null
13721,wangchun,30.2618552,120.2027264,node,fast_food,肯德基,null,null
13721,wangchun,30.2590644,120.2037755,node,fuel,中国石化,null,null
5553,dkt,30.2586535,120.1264815,node,pub,Old Shanghai,null,null
5553,dkt,30.274554,120.1562629,node,pub,Hill Street Bar,null,null
13721,wangchun,30.2730457,120.1658024,node,restaurant,外婆家,null,null
5553,dkt,30.2629686,120.1497859,node,pub,Jundu,null,null
5553,dkt,30.2804091,120.1205278,node,pub,Coco Club,null,null
360397,DAJIBA,30.2674641,120.1252439,node,restaurant,外婆家 Grandma's Kitchen,null,null
13721,wangchun,30.2697047,120.164455,node,cafe,光线咖啡,null,null
13721,wangchun,30.2692043,120.1641937,node,fast_food,赛百味,null,null
360397,DAJIBA,30.2619985,120.1520383,node,cafe,星巴克咖啡 Starbucks,null,null
13721,wangchun,30.2941659,120.170008,node,cafe,两岸咖啡,null,null
13721,wangchun,30.279104,120.1216579,node,cafe,两岸咖啡,null,null
13721,wangchun,30.2614563,120.1674624,node,cafe,两岸咖啡,null,null
527986,zzcolin,31.1740731,121.642504,node,fuel,null,null,null
304705,yangfl,30.9179005,121.7990979,node,fuel,中石化,null,null
5553,dkt,30.2587322,120.1264818,node,pub,113,null,null
13721,wangchun,30.270166,120.1233767,node,pub,绝色音乐酒吧,null,null
13721,wangchun,30.2846349,120.1204648,node,fuel,中国石油,null,null
38553,egon,31.2653228,121.4879612,node,post_office,null,null,null
4458273,Andi Kloos,31.2100674,121.3718641,node,hospital,United Family,null,null
4663062,Suzhoualex,31.2968908,120.5600566,node,pub,Blue Marlin 2,null,null
6085327,Tobi Löffler,31.2348143,121.4715203,node,cinema,和平电影院,null,null
304705,yangfl,31.2703282,121.5035113,node,pub,null,null,null
4663062,Suzhoualex,31.2964757,120.5634715,node,cafe,Starbucks,null,null
4663062,Suzhoualex,31.2964048,120.5632899,node,fast_food,Pizza Hut,null,null
304705,yangfl,31.2104867,121.4450648,node,pub,null,null,null
2747931,Hongkers,31.2102471,121.4449161,node,pub,null,null,null
13721,wangchun,30.2801806,120.1402893,node,fuel,中国石化,null,null
13721,wangchun,30.2831843,120.1605896,node,cafe,两岸咖啡,null,null
13721,wangchun,30.2856932,120.1438635,node,restaurant,川味观,null,null
13721,wangchun,30.2570111,120.1621058,node,hospital,杭州市第一人民医院,null,null
5553,dkt,30.2543236,120.1277631,node,pub,Thirty Plus,null,null
13721,wangchun,30.254438,120.1285763,node,fast_food,肯德基,null,null
5553,dkt,30.2580508,120.1568345,node,pub,Colors,null,null
5553,dkt,30.2292085,120.0898932,node,place_of_worship,null,null,null
5553,dkt,30.2796418,120.1463419,node,hospital,null,null,null
66160,Xylem,31.3270111,121.5251371,node,post_office,开鲁路邮政所,null,null
66160,Xylem,31.3232268,121.5337426,node,hospital,市东医院,null,null
66160,Xylem,31.326034,121.533927,node,police,殷行派出所,null,null
13721,wangchun,30.2829995,120.086276,node,pub,喜福会所,null,null
110639,aighes,31.2969671,121.1619584,node,restaurant,Shoulys Bistro,null,null
13721,wangchun,30.2624322,120.1271202,node,cafe,黑根咖啡,null,null
13721,wangchun,30.2963718,120.1425728,node,fast_food,肯德基,null,null
5553,dkt,30.2636804,120.1487252,node,pub,88,null,null
360397,DAJIBA,30.2707113,120.1424455,node,pub,Mislead,null,null
360397,DAJIBA,30.271275,120.1313345,node,cafe,两岸咖啡 C. Straits Cafe,null,null
13721,wangchun,30.2931534,120.1620458,node,university,浙江工业大学,null,null
5553,dkt,30.2676405,120.1309703,node,parking,null,null,null
5553,dkt,30.2666865,120.1278764,node,parking,null,null,null
5888135,iberutan,30.2931541,120.1462648,node,place_of_worship,null,null,null
13721,wangchun,30.2789362,120.1166316,node,fuel,中国石油,null,null
13721,wangchun,30.2842172,120.0954134,node,restaurant,外婆家,null,null
5553,dkt,30.2847715,120.0949741,node,cafe,Myth Cafe,null,null
13721,wangchun,30.2907981,120.1245235,node,fast_food,肯德基,null,null
13721,wangchun,30.2789922,120.1189574,node,bank,招商银行,null,null
13721,wangchun,30.2811555,120.1733287,node,bank,华夏银行,null,null
5553,dkt,30.2833615,120.0921456,node,pub,Backsea Bar,null,null
5553,dkt,30.2839615,120.0930158,node,pub,Jenny's Bar,null,null
26299,uboot,30.2819197,120.1154354,node,restaurant,Medusa,null,null
5553,dkt,30.281312,120.1214448,node,restaurant,null,null,null
5553,dkt,30.2893235,120.1192906,node,restaurant,Curry Bistro,null,null
13721,wangchun,30.2791285,120.1196941,node,bank,广东发展银行,null,null
5553,dkt,30.283544,120.0945986,node,pub;ktv,null,null,null
5553,dkt,30.2935222,120.1452077,node,toilets,null,null,null
5553,dkt,30.2819135,120.1246655,node,post_box,null,null,null
304705,yangfl,31.3175212,121.2168906,node,restaurant,null,null,null
13721,wangchun,30.2957409,120.1491629,node,atm,交通银行,null,null
5553,dkt,30.2931767,120.1444069,node,bank,中国农业银行,null,null
13721,wangchun,30.2911106,120.1371562,node,bank,中国工商银行,null,null
13721,wangchun,30.279976,120.1311069,node,bank,中国建设银行,null,null
190389,HHCacher,30.2833195,120.1649859,node,fast_food,必胜客,null,null
13721,wangchun,30.2771484,120.1448504,node,restaurant,外婆家,null,null
13721,wangchun,30.2799538,120.1211736,node,restaurant,外婆家,null,null
13721,wangchun,30.2877338,120.1472582,node,bank,招商银行,null,null
13721,wangchun,30.2863945,120.1439632,node,hospital,浙江省新华医院,null,null
13721,wangchun,30.2891734,120.1411926,node,cafe,两岸咖啡,null,null
13721,wangchun,30.2903109,120.1410328,node,bank,交通银行,null,null
190389,HHCacher,30.2904961,120.1198556,node,fast_food,必胜客,null,null
375116,GovaWu,30.2903053,120.1182524,node,fast_food,肯德基,null,null
13721,wangchun,30.2848516,120.1130485,node,fast_food,肯德基,null,null
13721,wangchun,30.2831468,120.0899621,node,fast_food,肯德基,null,null
190389,HHCacher,30.2830911,120.0891779,node,fast_food,必胜客,null,null
5553,dkt,30.2795758,120.135954,node,post_box,null,null,null
5553,dkt,30.3089588,120.1198496,node,toilets,null,null,null
13721,wangchun,30.2831612,120.1246615,node,bank,杭州银行,null,null
13721,wangchun,30.2821596,120.1247103,node,bank,中国农业银行,null,null
13721,wangchun,30.284576,120.1095532,node,bank,中国建设银行,null,null
5553,dkt,30.2631433,120.1276616,node,toilets,null,null,null
5553,dkt,30.2923564,120.1495308,node,toilets,null,null,null
5553,dkt,30.2922294,120.1491887,node,toilets,null,null,null
5553,dkt,30.2577524,120.1197118,node,post_box,null,null,null
1871024,mythria,30.2631326,120.1212793,node,bank,杭州银行求是支行,null,null
1871024,mythria,30.2645512,120.1217581,node,atm,中国银行,null,null
1871024,mythria,30.264903,120.1218849,node,bank,邮政储蓄银行浙大支行,null,null
23785,greecemapper,30.3701713,120.0248762,node,fuel,中国石化,null,null
360397,DAJIBA,30.2702068,120.1238451,node,bank,杭州联合银行 Hangzhou United Bank,null,null
5553,dkt,30.2728467,120.1177189,node,restaurant,Panchos,null,null
13721,wangchun,30.2655803,120.0920942,node,fuel,中国石化,null,null
13721,wangchun,30.2349258,120.0197963,node,fuel,中国石油,null,null
13721,wangchun,30.2886059,120.0849294,node,bus_station,公交蒋村中心站,null,null
13721,wangchun,30.267155,120.1743931,node,restaurant,川味观,null,null
5553,dkt,30.2974398,120.1565349,node,pub,null,null,null
13721,wangchun,30.2802405,120.1658793,node,fast_food,肯德基,null,null
13721,wangchun,30.2656611,120.1759132,node,fuel,中国石化,null,null
13721,wangchun,30.2599082,120.1718424,node,bank,中国工商银行,null,null
13721,wangchun,30.24884,120.1767691,node,hospital,浙医一院,null,null
5553,dkt,30.2494933,120.1561186,node,pub,null,null,null
13721,wangchun,30.2666955,120.1642356,node,bank,中国建设银行,null,null
13721,wangchun,30.2667471,120.1646707,node,bank,杭州联合银行,null,null
13721,wangchun,30.2668599,120.1661119,node,bank,中国银行,null,null
5553,dkt,30.2625479,120.1499709,node,post_box,null,null,null
360397,DAJIBA,30.2727472,120.136472,node,fast_food,赛百味 Subway,null,null
5553,dkt,30.2723018,120.1414047,node,post_box,null,null,null
190389,HHCacher,30.2542583,120.1583898,node,fast_food,必胜客 Pizza Hut,null,null
13721,wangchun,30.2700082,120.1429048,node,bank,广东发展银行,null,null
360397,DAJIBA,30.2707064,120.1451938,node,bank,中国建设银行 China Construction Bank,null,null
13721,wangchun,30.2850166,120.1122712,node,fast_food,赛百味,null,null
5553,dkt,30.2976956,120.144177,node,toilets,null,null,null
5553,dkt,30.2496149,120.1583345,node,parking,null,null,null
5553,dkt,30.4505046,119.7980269,node,place_of_worship,null,null,null
13721,wangchun,30.3592783,120.0775345,node,fuel,中国石化,null,null
13721,wangchun,30.3432863,120.0914778,node,fuel,中国石油,null,null
13721,wangchun,30.3325345,120.1007012,node,fuel,中国石化,null,null
13721,wangchun,30.3148688,120.1118642,node,fuel,中国石油,null,null
13721,wangchun,30.3093648,120.1201327,node,bank,杭州银行,null,null
13721,wangchun,30.308625,120.121175,node,fuel,中国石化,null,null
5553,dkt,30.2368672,120.1519566,node,pub,null,null,null
5553,dkt,30.2433642,120.1602315,node,nightclub,null,null,null
13721,wangchun,30.2459109,120.1602891,node,cafe,星巴克咖啡,null,null
304705,yangfl,30.4058611,119.9161843,node,fuel,中国石化,null,null
51722,Chris Parker,30.3676412,120.0466338,node,fuel,中国石化,null,null
49873,TooM,30.240054,120.1604595,node,telephone,null,null,null
5553,dkt,30.2662659,120.1505162,node,nightclub,678,null,null
5553,dkt,30.2611314,120.1374271,node,toilets,null,null,null
5553,dkt,30.2603895,120.1411832,node,toilets,null,null,null
13721,wangchun,30.2858778,120.158722,node,bank,中国农业银行,null,null
13721,wangchun,30.2877994,120.1571542,node,bank,中国工商银行,null,null
5553,dkt,30.2906622,120.154821,node,toilets,null,null,null
13721,wangchun,30.3100328,120.1691604,node,fast_food,肯德基,null,null
13721,wangchun,30.3100675,120.169441,node,cafe,两岸咖啡,null,null
13721,wangchun,30.276375,120.1499815,node,bank,杭州银行,null,null
5553,dkt,30.2868868,120.1461029,node,toilets,null,null,null
13721,wangchun,30.287047,120.1464766,node,restaurant,卡玛巴西烧烤,null,null
78656,Walter Schlögl,31.2155207,121.5745507,node,indoor_pool,null,null,null
3836466,Koalberry,31.2438021,121.5824299,node,cafe,The Journeys Cafe,null,null
8703,rolandg,31.2257659,121.5808049,node,atm,null,null,null
8703,rolandg,31.23148,121.5800689,node,Green Hills Gate,null,null,null
527986,zzcolin,31.2357195,121.591272,node,place_of_worship,null,null,null
304705,yangfl,31.2204821,121.5896159,node,restaurant,null,null,null
3836466,Koalberry,31.1529875,121.8008787,node,bus_station,长途汽车客运站,null,null
5553,dkt,30.2293787,120.4122769,node,fuel,Sinopec,null,null
2607646,AUV,30.3100459,120.1693019,node,cinema,众安电影大世界,null,null
3450290,ff5722,31.1500517,121.1123243,node,fast_food,KFC,null,null
190389,HHCacher,31.1514556,121.1118183,node,fast_food,McDonald's,null,null
3450290,ff5722,31.1606004,121.1082256,node,fast_food,KFC,null,null
190389,HHCacher,31.1501868,121.1083325,node,fast_food,Pizza Hut,null,null
84069,AfricaTwinTreiber,31.1504911,121.1083058,node,fast_food,Asia Nudel,null,null
84069,AfricaTwinTreiber,31.1514707,121.1199362,node,cafe,Dio Coffee,null,null
136645,Fox,29.8757207,121.5745743,node,place_of_worship,null,null,null
9176,Maarten Deen,30.1624902,119.1033905,node,fuel,null,null,null
655902,newisso,29.855284,121.5574839,node,hospital,李惠利医院,null,null
2271971,siyuwj,29.8678094,121.5634713,node,place_of_worship,七塔寺,null,null
4366968,Max Iubens,31.1544667,121.4270969,node,bus_station,null,null,null
66160,Xylem,31.1764748,121.4210464,node,toilets,null,null,null
66160,Xylem,31.3239412,121.5336209,node,fuel,中国石油,null,null
66160,Xylem,31.3269968,121.5279878,node,restaurant,南翔馒头,null,null
66160,Xylem,31.303285,121.5109995,node,taxi,淞沪路,null,null
66160,Xylem,31.3170567,121.5279193,node,fast_food,麦当劳,null,null
66160,Xylem,31.3163384,121.5282451,node,fast_food,肯德基,null,null
304705,yangfl,31.2461354,121.4861438,node,restaurant,null,null,null
66160,Xylem,31.3033436,121.5101915,node,restaurant,哈根达斯,null,null
66160,Xylem,31.3036223,121.5100285,node,fast_food,肯德基,null,null
304705,yangfl,31.3019575,121.5093419,node,restaurant,null,null,null
66160,Xylem,31.326671,121.5334871,node,restaurant,南翔,null,null
66160,Xylem,31.2344239,121.4708539,node,toilets,null,null,null
347944,matthewsheffield,31.2342758,121.4689506,node,toilets,null,null,null
654517,hcl67,31.2372565,121.4723406,node,fast_food,麦当劳 McDonald's,null,null
304705,yangfl,31.2378562,121.4766473,node,restaurant,必胜客,null,null
304705,yangfl,31.2377021,121.4763383,node,restaurant,哈根达斯,null,null
304705,yangfl,31.2379222,121.4769392,node,fast_food,吉野家,null,null
304705,yangfl,31.2382819,121.4763041,node,restaurant,天惠天,null,null
304705,yangfl,31.2390745,121.4784413,node,cafe,null,null,null
304705,yangfl,31.2360473,121.4707393,node,fast_food,肯德基,null,null
304705,yangfl,31.2392717,121.4779082,node,police,null,null,null
66160,Xylem,31.2378701,121.4714966,node,police,南京东路,null,null
304705,yangfl,31.235962,121.4843369,node,hospital,区中心医院,null,null
304705,yangfl,31.2378187,121.4793244,node,public_building,null,null,null
107148,wdmanuel,31.2353527,121.4846888,node,bank,民生银行,null,null
66160,Xylem,31.2367471,121.4821654,node,police,市公安局,null,null
364,Edward,31.2362702,121.478758,node,hospital,null,null,null
107148,wdmanuel,31.231425,121.479045,node,police,金陵东路,null,null
5715,Hoylen Sue,31.2276539,121.489222,node,post_office,null,null,null
66160,Xylem,31.2467662,121.489144,node,police,上海港公安局,null,null
66160,Xylem,31.2401471,121.4978559,node,bus_station,null,null,null
110639,aighes,31.2923579,121.158569,node,bank,中国银行,null,null
110639,aighes,31.2916069,121.1543856,node,restaurant,Wirtshaus / Music Bar,null,null
83557,Esperanza36,31.2316605,121.4988698,node,ferry_terminal,东昌路,null,null
83557,Esperanza36,31.2147238,121.5072478,node,ferry_terminal,塘桥,null,null
83557,Esperanza36,31.2463675,121.5011512,node,ferry_terminal,泰同栈,null,null
304705,yangfl,31.2281376,121.496767,node,ferry_terminal,十六铺,null,null
66160,Xylem,31.2346083,121.4886622,node,ferry_terminal,null,null,null
6062216,yannikshin,31.2361608,121.4994134,node,cinema,正大星美影城,null,null
185804,mongbei,31.2302224,121.5123178,node,cinema,null,null,null
5684512,Veri Predi,31.2335814,121.4664829,node,cafe,星巴克,null,null
3510066,nebendrin,31.2230891,121.4555291,node,restaurant,滴水洞,null,null
304705,yangfl,31.2212016,121.445564,node,restaurant,null,null,null
3836466,Koalberry,31.2230791,121.4698402,node,cafe,星巴克,null,null
4355902,sghiei,31.2001353,121.4390384,node,fuel,中国石化SINOPEC,null,null
304705,yangfl,31.2320694,121.4520707,node,restaurant,null,null,null
193401,photoluc,31.2349169,121.4493069,node,pharmacy,null,null,null
1236135,FreedSky,29.8664433,121.5322731,node,bus_station,null,null,null
136645,Fox,29.829028,121.5409061,node,restaurant,null,null,null
131670,Ana Luisa,29.8285763,121.5444102,node,parking,null,null,null
136645,Fox,29.8279193,121.5425161,node,Centre commercial,null,null,null
3360,RalfZ,31.2457366,121.5356713,node,restaurant,null,null,null
201918,STVictor,31.2175836,121.482434,node,post_box,null,null,null
654517,hcl67,31.2368897,121.4721637,node,fast_food,赛百味 Subway,null,null
654517,hcl67,31.2372116,121.4720821,node,fast_food,必胜客 Pizza Hut,null,null
83557,Esperanza36,31.2208125,121.4261613,node,cafe,星巴克咖啡,null,null
304705,yangfl,31.2205105,121.4263458,node,fast_food,肯德基,null,null
3360,RalfZ,31.219464,121.4273189,node,pharmacy,null,null,null
304705,yangfl,31.2207833,121.4268258,node,cafe,星巴克咖啡,null,null
208047,Basti der Entdecker,31.3638371,120.9749597,node,restaurant,null,null,null
66160,Xylem,31.3215196,121.5273602,node,toilets,null,null,null
304705,yangfl,31.2135723,121.4523339,node,school,上海第二小学,null,null
66160,Xylem,31.1325415,121.4716661,node,fuel,null,null,null
304705,yangfl,31.3033877,121.509025,node,cinema,万达国际电影城,null,null
67507,Wolle98,31.2025393,121.5800509,node,restaurant,null,null,null
200922,hfyu,31.2123977,121.4040112,node,pharmacy,药店,null,null
304705,yangfl,31.2608257,121.3920411,node,bus_station,null,null,null
66160,Xylem,31.3269226,121.5258395,node,recycling,null,null,null
66160,Xylem,31.3269226,121.5261721,node,telephone,null,null,null
66160,Xylem,31.3269875,121.5271247,node,bank,建设银行,null,null
66160,Xylem,31.3168599,121.5286589,node,bench,null,null,null
218651,crenz,31.2069013,121.4418404,node,pub,288 The Melting Pot,null,null
66160,Xylem,31.2776098,121.4972584,node,theatre,四平,null,null
2767104,novate_z,31.2855685,121.4958143,node,cafe,第五街咖啡馆,null,null
12269,Kopfgeldjaeger,31.2848908,121.2082387,node,university,同济大学,null,null
304705,yangfl,31.2379916,121.4754759,node,fast_food,肯德基,null,null
360397,DAJIBA,31.2376939,121.4739685,node,pharmacy,上海第一医药 Shanghai No. 1 Pharmacy,null,null
83557,Esperanza36,31.2354302,121.4671852,node,restaurant,国际饭店 Park Hotel,null,null
360397,DAJIBA,31.2366523,121.4713668,node,cafe,星巴克 Starbucks,null,null
66160,Xylem,31.2370926,121.4747035,node,toilets,null,null,null
304705,yangfl,31.3141177,121.5348837,node,theatre,民星歌舞厅,null,null
6275750,Bingbin JRDV,31.2249621,121.4876166,node,bank,工商银行,null,null
304705,yangfl,31.2255762,121.4842003,node,bank,招商银行,null,null
304705,yangfl,31.2262001,121.4839428,node,bank,中国银行,null,null
304705,yangfl,31.2260624,121.4840072,node,bank,浦东发展银行,null,null
66160,Xylem,31.1963389,121.4340654,node,toilets,null,null,null
66160,Xylem,31.2215502,121.4691119,node,bank,中国银行,null,null
66160,Xylem,31.2212384,121.468683,node,bank,恒生银行,null,null
304705,yangfl,31.2214401,121.4694784,node,atm,null,null,null
304705,yangfl,31.2218438,121.4699867,node,cafe,null,null,null
304705,yangfl,31.2221466,121.4699224,node,restaurant,null,null,null
218651,crenz,31.2301164,121.5542369,node,bank,Bank of China 中国银行,null,null
124788,Maccy,31.2296471,121.5544297,node,fast_food,肯德基,null,null
304705,yangfl,31.2295394,121.5544571,node,bank,null,null,null
304705,yangfl,31.229703,121.555116,node,fast_food,大食代,null,null
304705,yangfl,31.2404255,121.4995353,node,bank,中国银行大厦,null,null
304705,yangfl,31.2349524,121.466646,node,fast_food,东方既白,null,null
66160,Xylem,31.3165984,121.5307882,node,post_office,null,null,null
304705,yangfl,31.1937473,121.3696367,node,hospital,null,null,null
374193,bal_agates,31.1930208,121.3812792,node,restaurant,null,null,null
304705,yangfl,31.1932861,121.3823182,node,restaurant,null,null,null
374193,bal_agates,31.1932524,121.3830159,node,restaurant,null,null,null
374193,bal_agates,31.1933553,121.3836878,node,restaurant,null,null,null
304705,yangfl,31.2098549,121.5424505,node,post_office,null,null,null
119348,Birgerkung,31.8299329,119.9725341,node,fast_food,Kentucky Fried Chicken,null,null
119348,Birgerkung,31.8325295,119.9707284,node,bar,Jim's Bar,null,null
17497,katpatuka,30.1822883,119.3969123,node,bus_station,null,null,null
265627,mapzengwenhua,30.2898274,120.1368602,node,restaurant,小馋猫,null,null
265627,mapzengwenhua,30.2898181,120.1374396,node,school,文一街小学,null,null
66160,Xylem,31.2512541,121.5121092,node,ferry_terminal,秦皇岛,null,null
66160,Xylem,31.2469064,121.5149094,node,ferry_terminal,其昌栈,null,null
2286161,daiquping,31.2101726,121.4969603,node,bus_station,南浦大桥,null,null
49873,TooM,30.2536038,120.1382737,node,toilets,null,null,null
49873,TooM,30.2542372,120.1404621,node,toilets,null,null,null
49873,TooM,30.2597454,120.1197616,node,police,null,null,null
49873,TooM,30.2598358,120.1196618,node,toilets,null,null,null
49873,TooM,30.2372285,120.1515373,node,toilets,null,null,null
274857,Supaplex,30.2390783,120.1533993,node,toilets,null,null,null
49873,TooM,30.1810429,120.1053235,node,fuel,null,null,null
49873,TooM,30.2405971,120.1632287,node,toilets,null,null,null
49873,TooM,30.2353279,120.1627142,node,toilets,null,null,null
6435863,newsonia,30.2333261,120.163478,node,toilets,null,null,null
49873,TooM,30.241472,120.1590181,node,toilets,null,null,null
2607646,AUV,30.235218,120.1616919,node,toilets,null,null,null
49873,TooM,30.2398528,120.1621297,node,parking,null,null,null
49873,TooM,30.2394143,120.1610952,node,toilets,null,null,null
2607646,AUV,30.240951,120.1627147,node,parking,null,null,null
49873,TooM,30.234846,120.1597455,node,toilets,null,null,null
49873,TooM,30.2380997,120.161582,node,toilets,null,null,null
49873,TooM,30.2409955,120.1591832,node,fountain,null,null,null
304705,yangfl,31.1723575,121.4254732,node,restaurant,null,null,null
36821,Frankenwaldläufer,31.2369582,121.4374626,node,restaurant,null,null,null
49873,TooM,30.1921894,120.091285,node,police,null,null,null
49873,TooM,30.2117346,120.130268,node,parking,null,null,null
49873,TooM,30.1956784,120.1100975,node,toilets,null,null,null
6435863,newsonia,30.2327986,120.1849147,node,toilets,null,null,null
49873,TooM,30.205841,120.107991,node,parking,null,null,null
49873,TooM,30.208808,120.108864,node,parking,null,null,null
49873,TooM,30.2195053,120.128993,node,toilets,null,null,null
5715,Hoylen Sue,31.0348456,121.192081,node,bar,Rose Bar,null,null
11463,plikma,31.0359101,121.1891877,node,place_of_worship,null,null,null
5715,Hoylen Sue,31.036364,121.1911052,node,cafe,null,null,null
11463,plikma,31.0355693,121.1921308,node,restaurant,null,null,null
5715,Hoylen Sue,31.0371879,121.1904754,node,cafe,null,null,null
5715,Hoylen Sue,31.0356905,121.1895247,node,telephone,null,null,null
5715,Hoylen Sue,31.0366844,121.1895187,node,cafe,null,null,null
